NARRATIVE,injury_level
traveling haul road ramp pit 5 failed negotiate curve bottom ramp proceeded berm adn approximately 12 foot high spoil wall turning truck side causing injury head chest appeared fallen asleep investigation marijuana methamphetamine found,Major
employee cleaning powerscreen machine slipped fell broke left arm elbow,Major
pulling hose spoil fell hurting shoulder neck,Major
roof fall occurred 3rd south panel main west fall located 6 intersection 2 entry fall measure 20 foot long 18 foot wide 8 foot thick,Minor
roof fall 2 main west intake 21 xcut 6 entry 20 long 18 wide 6 high,Minor
employee assisting bolter operator making bolt positioned hand bolt operator employee struck side lower leg rock employee sustained knee causing fracture ankle knee plus possible ligament damage,Major
roof fall found weekly examination roof fall measured 20 x 17 x 8 located m3 main return 14 entry located adjacent escapeway miner injured ventilation affected travel affected due roof fall,Minor
section supervisor found bruising swelling wrist working day shift sure cause injury followed placed medication aid reducing swelling employee miss work placed restricted duty,Minor
roof fall found 5 working section fall happened entry last open crosscut msha notified pm step implemented correct accident miner injured due fall,Minor
employee installing secondary roof support double boom roof bolter roof bolt plate caught brace bolter cut right thumb,Minor
roof fall found weekly examination main 15 entry fall cause injury miner impede passage miner affect ventilation,Minor
injured hanging curtain driving nail hammer hang curtain hit finger causing fracture,Major
employee parking lot dozer thought felt shock time think hit lightning went home worked next day june 2 june 3 4 back regular work june 5 2013,Major
employee starting fuel excavator laid hose top machine walked around climbed stair ladder taking fuel nozzle sticking neck tank flash occurred,Major
employee working 2 unit started feeling employee thought number called reported life threatening incident employee taken ambulance local hospital treated gastritis health issue employee nothing pertaining mine,Minor
injured checking cable reel 4 shuttle car start work shift checking cable holding lid open left hand lid slipped hand striking right index finger tip caused small fracture tip finger,Minor
unintentional roof fall occurred panel 5 entry 10xc 11xc fall approximately 30 foot length 18 foot wide approximately foot high inby outby supplemental support added fall occurred support,Minor
injured attempting catch jack falling pallet jack struck injured middle finger right hand,Minor
employee knocking hammer piece came hammer struck chest small piece removed skin,Minor
rock measuring 20 foot length 15 foot width 10 foot thick fell upper 7 bench onto canopy entering mine,Minor
installing cable tray support 1 support bolted beam welded 2 support bolted beam spot welded 3 support bolted beam bolt 3 support twisted fell,Minor
stepped lump frozen ground twisted ankle stepping drill,Major
walking spiral stair case injured worker felt pop right knee,Major
ee tightening nut 4 pit truck tire changed wrench slipped nut causing ee lose balance slipped 8 x8 board used blocking,Major
lifting tongue dolly could chained tongue let employee 3rd 4th finger left hand smashed 4th finger required stitch,Minor
employee reinstalling fan guear haul truck foot slipped ladder arm caught steel fan guard laceration right forearm,Major
changing tire tightening nut impact gun smashed finger nut rim,Major
replacing drive sprocket dust blew left eye high dust enviroment,Minor
cleaning chunk screw injured felt wind blow dust face reported work next irritation dryness burning left eye removed two small particle prescription eye drop fluorscein stain,Minor
ee getting sample dome reclaim belt blew right eye prescription medicaiton,Minor
working bearing race ee using hammer loosen bearing striking bearing race metal metal action caused piece metal size break away strike ee rt forearm piercing skin required stitch,Minor
walking corporate office dumpster shard glass fell garbage bag striking employee left lower leg calf causing laceration requiring 25 stiches close,Major
grinding edge stone mantel grinder jumped hurt rushing finish go home,Minor
empmloyee operating pneumatic impact tighten bolt crusher air movement circulating employee noticed irritation eye later found metal foreign body left eye foreign body removed eye treated drop patch,Minor
supervisor walking map case back truck stepped hole 7 inch fell ground supervisor evaluated diagnosed right shoulder strain,Major
installing cross brace pontoon got finger pinched piece metal bracing,Minor
employee tripped fell window lacerating right hand,Minor
employee disconnecting dredge pipe shoreline employee standing next pipe removing last bolt flange bolt removed pipe shifted struck employee lower leg causing contusion,Major
wind blew dust dirt conveyor got something ee eye doctor removed particle upper eye lid,Minor
technician installing wiring harness 248 skid loader cab raised supported cab safety lock hoist working condition normal slippery material would caused slip backing belly left foot slipped fell causing cut head required seven stitch,Minor
ee coming mack haul unit slipped bottom step fell back held rail strained back muscle,Major
stepping tractor employee left hand slipped handle fell backwards shop floor attempting catch injured left wrist,Major
driver got right hand caught tailgate trailer,Major
ee moving steel pipe outside shop steel smaller piece ee picking ground carried hand shop strained back lifti ng carrying,Minor
working lime stockpile large portion lime broke loose hit loader directly behind left lift arm bent bracket holding outside mirror bring door window caused operator sustain several superficial laceration left arm,Minor
ee removing broken axle terex 3305 quarry truck axle slipped dropped left finger cutting,Major
ee assisting drill operator adding drill steel got left hand pinched steel coupling,Major
ee fixing gap culvert duct work ee threw rachet strap ee ee catch struck safety glass safety glass pushed face causing cut left eye required stitch,Minor
